,review_body,headline,rating_value
97,"Grundsätzlich bin ich mit der ING sehr zufrieden, allerdings stört mich sehr, dass man sich bei Benutzung von zwei verschiedenen Konten (Einzelgiro und Gemeinschaftsgiro) immer erst ausloggen muss, und dann wieder einzuloggen, um von einem Konto zum anderen zu wechseln. Das nervt mich ziemlich. Es wäre schön, wenn das geändert werden würde, und man sich nur EINMAL einloggen muss, und dann alle Konten bearbeiten kann.Da dies in der Vergangenheit bei anderen Banken online problemlos möglich war, sollte es technisch kein Hindernis sein. Damit es keine Unstimmigkeiten bei Benutzung des Gemeinschaftskontos (z.B. Überweisungen) gab, wurde hier einfach nur ein Benutzer/Kontoinhaber zum Onlinebanking freigeschaltet.Ich wäre sehr erfreut, wenn das auch bald bei der ING der Fall wäre, und man sich nur einmal einloggen muss, und alle Konten, auch das Gemeinschaftskonto, bearbeiten könnte, nicht nur die Konten, die Einzelkonten sind, und man damit auf das umständliche Ausloggen und gleich wieder Einloggen, um zwischen den Konten zu wechseln, verzichten könnte.",Bei zwei Konten umständlich,3
98,Habe gute Erfahrung mit Sicherheit und allen von mir gebuchten Produkten,Habe gute Erfahrung mit Sicherheit und…,5
99,"telephonische Erreichbarkeit sehr, sehr schlecht !!",Ungenügende Erreichbarkeit,1
100,"Gute App, schnelle Überweisungen, auch vor dem Urteil das Überweisungen jetzt für alle Institute sofort erfolgen müssen. ",Gute App,5
101,"Einfach, günstig, unkompliziert",Eine Bank wie sie sein soll,5
102,"Ich würde fünf Sterne geben wenn ich nicht ständig Hinweise für neue Produkte bekäme, die ich schon habe/ nutze oder für mich sowieso nicht in Frage kommen ",Ich würde fünf Sterne geben wenn ich…,4
103,"Bei den seltenen Fällen, in denen ich mal eine Nachfrage hatte, kamen die Antworten sehr spät, oft inhaltlich unzureichend. ",Kommunikation ,3
104,Klappt alles reibungslos. App funktioniert einwandfrei. ,Klappt alles reibungslos,5
105,"Sehr guter Service bei Betrugsversuch, kompetente und nette Beratung am Telefon. ",Sehr guter Service bei Betrugsversuch,5
106,"Super tolles Entgegenkommen!Herzlichkeit,  Freundlichkeit am Telefon!100%kundenzufriedenheit meinerseits!!!Danke Leute!!!",Super tolles Entgegenkommen!,5
107,Zuverlässig wie eine Schweizer Uhr. Bin hier seit 2003 noch unter DiBa angefangen.Sehr zufrieden. ,Zuverlässig wie eine Schweizer Uhr,5
108,"Ich bin sehr zufrieden.Blöd war, als ich mein Lesegerät für den Kontozugang nicht gefunden/ gesehen habe. Es müsste die Möglichkeit für ein Zweitgerät geben.",Ich bin sehr zufrieden.,5
109,"Unkompliziertes handling, kundenorientiert, schnelle Antworten und Lösungen, kompetente Beratung.",Die kundenfreundliche Bank mit kompetenter Beratung.,4
110,"schnelle Möglichkeiten. zu überweisen, liest Rechnungen sehr genau, und der App ist Recht übersichtlich ",Übersichtlich ,4
111,Ich benutze die App seit Jahren. Ich sehr zufrieden ,Ständig erreichbar,5
112,Nachdem beim Kauf einer Uhr von Knauermann die Reklamation nicht richtig bearbeitet wurde ist der Kaufvertrag rückabgewickelt.Jetzt verlangt die diba zum dritten Mal Unterlagen um die Abbuchung mit der visa zurück zu geben. Die Telefonnummer wird zwar in der Reklamation verlangt..aber ich habe keinen Anruf bekommen um etwas zu erklären oder zu beschleunigen. ,Visa Karte ermöglicht keine Rückbuchung trotz Kaufrückabwicklung ,1
113,Das einzige was fehlt ist eine Beratung beim onboarding ,Alles Praktisch ,4
114,"Ich nutze ING seit vielen Jahren,und es hat bis auf Kleinigkeiten immer sehr gut geklappt. Ich möchte es nicht missen.  Danke","Ich nutze ING seit vielen Jahren,und es…",4
115,"Kundenservice stets erreichbar und hilfsbereit. Wenn ein Problem einmal aufgenommen wurde, kann man sich darauf verlassen, dass es bearbeitet wird.",Kundenservice stets erreichbar und…,5
116,Hallo alle zusammen !Wir arbeiten schon seit vielen Jahren mit DiBa oder ING Deutschland zusammen und sind sehr zufrieden mit den ganzen Abwicklungen usw. die zu Bankgeschäften gehören. Auch unsere Baufinanzierung ging reibungslos von statten. Herzlichen Dank dafür.,Hallo alle zusammen !,5
117,"Ich nutze ING seit vielen Jahren.  Es ist einfach, gab nie Probleme. Ein kompetentes und freundliches INGTeam hat mir mehrfach schnell helfen können. ",Ich nutze ING seit vielen Jahren,5
118,Die Einrichtung des Home Bankings war einfach und übersichtlich. Sehr gut ich freue mich.,Die Einrichtung des Home Bankings war…,5
119,"Es ist alles gut erklärt, Antworten auf Fragen einfach zu finden und alles online gut zu erledigen. Auch als ich meine PIN vergessen hatte, habe ich sofort Hilfe gefunden und es hat gleich geklappt. ",Einfache Handhabung ,5
120,"Sehr zuverlässige und unkomplizierte Handhabung der App, gute Infoseiten!",Sehr zuverlässige und unkomplizierte…,5
121,Einfach perfekt ,Einfach perfekt,5
122,"Leicht verständliche Kommunikation, wenig ""Kleingedrucktes"", ausgezeichnetes Onlinebanking.",Leicht verständliche Kommunikation,4
123,Sehr frundlicher und kompetenter Mitarbeiter am Telefon ,Sehr frundlicher und kompetenter…,5
124,Übersichtliche APP mit allen wichtigen Funktionen und vielen Angebote. Marktgerechte Finanzierungen.,Gute Onlinebank,4
125,"Die App funktioniert einwandfrei, ist übersichtlich. Allerdings ist es mühsam bei besonderen Fragen jemanden ans Telefon zu bekommen.",Die App funktioniert einwandfrei,4
126,"Die Kontoführungsgebühren finde ich nicht berechtigt, da alles online läuft. Eine  EC_Karte nicht gebührenfrei zu erhalten, ist nicht in Ordnung. Nicht alle Unternehmen, Restaurants etc. nehmen die Debitkarte an. Ich würde manchmal auch Geld bei der Ing anlegen, aber ohne Kundenberatungen werde ich hiervon absehen. Es gibt auch andere Banken die sich Mühe geben und eine persönliche Beratung anbieten. Dann eben so.",Nicht alles ist toll,3
127,Ich nutze die App beinahe taeglich.Ich habe zwischendurch alle meine Konten auf Diba umgestellt.So kann man im Echtzeit Geld hin und herschieben (z. B. vom Extra Konto). Alles immer bestens im Blick. ,Klasse Banking App,5
128,"Bin seit mehreren Jahren bei der ING DIBA mit einem Giro und Extrakonto ,  bin stets zufrieden gewesen und kann nichts negatives sagen",Bin seit mehreren Jahren bei der ING…,5
129,Ich bin sehr zufrieden mit der ING. Selbst bei Problemen sofort Hilfe bekommen 😄,Ich bin sehr zufrieden mit der ING,5
130,"Kann alles verstehen. Auch als ältere Person, die nicht mit PC's groß geworden ist. Weiterhin sehr gut, die Aufmerksamkeit der IngDiba beieihmhenen Fehlern und wenn Hacker am Wek waren. Danke dafür!!!!",Kann alles verstehen,5
131,Außer telefonische Erreichbarkeit bin ich mit allem sehr zufrieden ,Außer telefonische Erreichbarkeit bin…,5
132,"Übersichtlich,  leicht und einfach in der Umsetzung. Gute Kommunikation  seitens der IngDiBa mit dem Anwender/Verbraucher.",Ich bin zufrieden. ,5
133,"Top Banking App, viele Möglichkeiten, seit Jahren selbst keine IT Störungen gehabt. Weiteres Konto als Gemeinschaftskonto innerhalb 15 Minuten eröffnet, einfachste Legitimation. Wer keine Beratung braucht, ist hier absolut richtig. Bereits mehrfach empfohlen. Bin selbst Bankkauffrau, jedoch in einem anderen Unternehmen.",Top Banking App,5
134,"Ich bin mit der Bank sehr zufrieden. Alle Angelegenheiten, die mit der Bank in Verbindung stehen wurden schnell und kompetent abgewickelt. Auch finde ich die App übersichtlich und leicht zu bedienen. Wenn man die Kontoführungsgebühr betrachtet - wo findet man insgesamt bessere Konditionen?",Ich bin mit der Bank sehr zufrieden,5
135,Ich bin grundsätzlich sehr zufrieden. Eines stört mich etwas: überall gibt es auf das Sparkonto bereits bis zu 2 % Zinsen. Warum noch nicht bei ING?,Ich bin grundsätzlich sehr zufrieden,4
136,Wir sind schon sehr lange bei der ING und wurden immer gut beraten. Haben wir einen Kredit benötigt war dies immer innerhalb weniger Tage erledigt und man konnte den Kredit auch ohne Probleme früher beenden. Kann diese Bank nur wärmstens empfehlen. ,Bank ist sehr empfehlenswert ,5
137,"Sehr gut, übersichtlich und es kommen immer wieder sinnvolle Neuerungen. Die beste Neuerung für mich war, dass endlich ein dunkles Layout möglich ist, da ich Augenprobleme habe.",Sehr gut,5
138,Einfache und übersichtliche Präsentation meines Finanzstatus bei ING,Easy Banking bei ING,4
139,Absolut unkompliziert und schnell. Absolut seriös und korrekt. Habe nie bereut zur ING gegangen zu sein,Absolut unkompliziert und schnell,5
140,Ich bin schon viele Jahre bei der ING und vollstens zufrieden. ,Ich bin schon viele Jahre bei der ING…,5
141,"Alles funktioniert übersichtlich und zuverlässig. Gute App, guter online Zugang.",Übersichtlich und zuverlässig,5
142,👍.........,👍..................,5
143,"Wir sind seit langer Zeit Kunde und sehr zufrieden mit allen Leistungen. Die App ist einfach und unkompliziert zu bedienen, sollte tatsächlich mal eine Frage einen Ansprechpartner erfordern, ist dieses ebenfalls telefonisch kein Problem.",Tolle Bank wir fühlen uns gut aufgehoben.,5
144,Funktionale App,Funktionale App,5
145,Immer schnell und korrekt.Super unkomplizierte App.,Immer schnell und korrekt.,5
146,Tolle telefonische Beratung. Notwendige Unterlagen werden übersichtlich vorbereitet. Viele Services online abgedeckt.,Zufrieden in allem ,5
147,"Ich bin schon sehr lange Kunde, ehrlich gesagt, so lange, das ich nicht mehr weiß seit wann. Ich bin SUPER ZUFRIEDEN, Telefonbanking, Online-Banking alles funktioniert einwandfrei. Jetzt gibt auch noch Echtzeit Überweisung. Ich würde 6 Sterne geben, wenn es möglich wäre.",Ich bin schon sehr lange Kunde,5
148,Tolle Leistungen und Service,Tolle Leistungen und Service,5
149,"Seit ca. 27 Jahren Kunde der Di-Ba! Ob Bau-Finanzierung, Giro- oder Extra-Konto lief immer alles sehr reibungslos und kundenfreundlich. Wir sind sehr zufrieden! Top!!!",Seit ca 1998,5
150,"Hab bei der Ing einen Kredit laufen. Will den vorher ablösen. Einen Mitarbeiter zu sprechen ist unmöglich. Ich schreibe eine Mail, beikomme eine Antwort mit einem falschen Link. Dann eine Antwort mit falscher Information. So geht Banking heute nicht mehr! Abgesehen davon, dass die Girokonten-Konditionen ebenfalls alles andere als wettbewerbsfähig sind. Ich bin froh, wenn ich mit der Ing keine Geschäftsbeziehung mehr habe. ",Grottiger Kundenservice,1
151,Perfejgtes System mit hoher Übersichtlichkeit!,Perfektes System mit hoher…,5
152,Bisher haben wir keine schlechten Erfahrungen mit der ING gemacht. Alle Einnahmen und Ausgaben und Geldanlagen wurden stets sorgfältig und zuverlässig ausgeführt. Das Onlinebanking ist einfach zu bedienen und bei Fragen gibt's telefonische Hilfe. Wir sind zufriedene Kunden.,Unkompliziertes onlinebanking,5
153,Auch im Ausland perfekt zu nutzen. ,Funktioniert auch im Ausland perfekt ,5
154,"Wir sind schon lange bei der ING, die Gebühren halten sich in Grenzen und wenn manpersönliche Berarung braucht bekommt man nach einer gewissen Wartezeit auch jemanden kompetentes ans Telefon. Alle Fragen stets bestens beantwortet. ",Tolle Bank,5
155,"Blöde Fehlermeldung jedesmal beim Öffnen des Depots, dass irgendeine Grafik nicht geladen werden könnte. Und Wero geht auch nicht. Kommt immer nur eine Fehlermeldung hoppla da sei irgendwas schief gegangen.Support schreibt nur ich hätte ja ein ""Basiskonto"" (Was auch immer das ist) und sie wüssten nicht woran das liegt. Ich solle mich ""gedulden"" und später noch mal probieren, super Auskunft. ",Blöde Fehlermeldung jedesmal beim…,1
156,"Bei gesetzlichen und sonstigen Neuerungen erhalte ich auf mich zugeschnittene Informationen. Das finde ich extrem hilfreich.Die App ist sehr übersichtlich und benutzerfreundlich aufgebaut.ich habe bisher immer alles gefunden, was ich gebraucht habe.","Auf mich zugeschnittene Infos, sehr gute App",5
157,ING Diba sind einfach die Besten,ING Diba sind einfach die Besten,5
158,Bis jetzt klappt alles Problemlos und zuverlässig.Die App finde ich übersichtlich und gelungen.,Zuverlässigkeit und Sicherheit,5
159,"Schade, dass mittlerweile auch einige Gebühren anfallen.  Ansonsten bin ich sehr zufrieden. Stets sehr tolle Infos und stets auf dem neuesten Stand. ",Sehr zufrieden ,4
160,Nutzerfreundlichkeit,Nutzereinfachheit das  Nutzerfreundlichkeit: Das EDV Programm ist auch für Laien gut zu verstehen.,5
161,Bisher völlig problemlos. Sehr einfache Handhabung.,Bisher völlig problemlos. Sehr einfache Handhabung. ,5
162,Die App ist sehr übersichtlich und leicht zu händeln. Die Kundenbetreuung sehr freundlich und hilfsbereit :) ,Die App ist sehr übersichtlich und…,5
163,Ich wurde sehr freundlich und kompetent beraten!Mit Tips und Anregungen hat mir die Mitarbeiterin zusätzlich weiterhelfen können.Auch das eigentliche Problem wurde sehr freundlich mit mir besprochen und eine Lösung in die Wege geleitet.,Sehr freundliche und kompetente Mitarbeiterin,5
164,"Super Bank, alles online und sofort verfügbar. Würde ich jedem weiterempfehlen, habe ich auch schon einigen. Laufend werden Funktionen in der App hinzugefügt und die Benutzung ist sehr angenehm. Ich finde es super, dass man nun private Konten und Gemeinschaftskonten in einer Übersicht hat. Gerne weiter so, super Arbeit!",Super Bank,5
165,Seit über 25 Jahren keine Probleme...,Seit über 25 Jahren keine Probleme...,4
166,"Schon Seit fast 15 Jahren meine Hausbank, Service und Kompetenz auf höchstem Niveau.Ich bin sehr zufrieden ☺️👍🏻👍🏻👍🏻",Schon Seit fast 15 Jahren meine…,5
167,"Übersichtliche App, vernünftige Konditionen, seit vielen Jahren dabei und noch keine Probleme gehabt ",Übersichtliche App,5
168,"Kompetentes Personal, das mir bei Anfragen oder Problemen immer gut weiter geholfen hat. Sehr guter Internetauftritt mit Erklär-Videos. Und zu guter letzt: eine super App, mit der man überweisen kann, sich informieren, Telefongespräche mit einem Kundenberater führen, Kontoeinstellungen vornehmen kann und, und, und.. ",Bank mit super Service,5
169,"Unkompliziert, kompetent, zuverlässig ",Unkompliziert,5
170,"Banking, wie man es sich vorstellt. Schnell und unkompliziert.",Alles aus einem Guss,5
171,"Comfortable for both daily, savings and btokerage, easy to manage, and basically for free. ",Does everything you need,5
172,"Sehr gut verständlich,  einfach übersichtlich und mit wertvollen Tipps ",Sehr gut verständlich,5
173,Noch nie Probleme gehabt. Alles läuft reibungslos und perfekt.,Noch nie Probleme gehabt,5
174,"Wir haben bis jetzt,  immer einen einwandfreien Service und Beratung gehabt und sind sehr zufrieden ",Service und Beratung ,5
175,Super Bank.Konditionen sehr transparent.Einfacher wie bei einer örtlichen Bank.,Super Bank.,5
176,Klare und einfache Bedienung der online Funktionen Super gute Informationen rund um das Thema GeldWenn noch nötig höchst freundliche und kompetente Beratung am Telefon ,"Klar, zuverlässig, informativ ",5
177,"Unkompliziert, guter Service, gute Preisleistung, lediglich die Einzahlungen sind in meiner Region nur via Kassen mit Gebühren möglich, daher nur vier Sterne.","Guter Support, stabiles System ",4
178,"Gehaltsbuchung wurde ausgesetzt weil ""Firmenfeierlichkeiten"" am 19.09 statt gefunden haben. Wenn das komplette System zusammenbricht habt ihr bald nichts mehr zu feiern ihr Versager.",Gehaltsbuchung wurde ausgesetzt,1
179,"Als mein Konto gehackt wurde, reagierte die ING schnell und es entstand mir kein Schaden. Die Kontaktaufnahme war allerdings ziemlich zeitaufwändig.",Als mein Konto gehackt wurde,5
180,Beste Bank!,Top Kundenservice ,5
181,Es ist eigentlich alles gut !nur die schleichende Einführung von Gebühren(Gebühr für EC- Karte) sollte man überdenken!!,Es ist eigentlich alles gut !,4
182,Bin sehr zufrieden mit der ING.Fragen und Probleme werden schnellstmöglich geklärt.Die App ist auch sehr übersichtlich und einfach zu bedienen.Kann ich nur weiterempfehlen.Beste Grüße Jünger ,Bin sehr zufrieden mit der ING.,5
183,"Einfach nur eine tolle Bank mit top Preis-Leistungs-Verhältnis, einfach aber umfassend in der Bedienung ",Einfach nur eine tolle Bank mit top…,5
184,"Die App ist richtig übersichtlich und einfach zu bedienen. Ich habe ein normales Girokonto, Extrakonto, Depot und die Baufinanzierung darin und immer alles dabei, das ist sehr praktisch ",Super Usability und Übersicht,5
185,Schnelle und unkomplizierte Kontoeröffnung. ,Gutes Internetbanking ,5
186,Sehr gute Qualität.Einfache Bedienung und gute Service über App.,Sehr gute Qualität.Einfache Bedienung…,5
187,"Unkompliziert, günstig und ein richtig guter Kundensienst.Einen großen Nachteil gibt es: es gibt keine Möglichkeit Bargeldeinzahlungen zu leisten. Der einzige Grund für einen Punkt Abzug.",Unkompliziert,4
